siteID,length,stratum,observer,vegheight,
642,189.5924,8,JB,None,#N/A
643,1.49373,7,JB,None,#N/A
644,85.73607,5,JB,None,1
645,0.06509,5,JB,None,#N/A
646,29.30108,5,JB,None,#N/A
647,150.13779,5,JB,None,1
648,58.5036,2,JB,None,#N/A
633,5.82281,4,JB,None,#N/A
634,1.27135,1,JB,None,#N/A
635,29.21864,1,JB,None,#N/A
636,15.07369,1,JB,None,#N/A
637,86.52606,1,JB,None,#N/A
638,25.3732,1,JB,None,#N/A
639,2.74719,8,JB,None,#N/A
640,151.64127,8,JB,None,#N/A
625,11.87534,8,JB,None,#N/A
626,31.87118,8,JB,None,#N/A
627,87.20041,8,JB,None,#N/A
628,65.76994,8,JB,None,#N/A
629,52.2495,8,JB,None,#N/A
630,65.45157,8,JB,None,#N/A
631,11.50241,8,JB,None,#N/A
632,69.0265,8,JB,None,#N/A
617,10.4078,3,JB,None,#N/A
618,23.84805,3,JB,None,1
619,5.49377,3,JB,None,#N/A
620,31.58542,3,JB,None,#N/A
621,25.88858,3,JB,None,#N/A
622,8.59925,3,JB,None,#N/A
623,32.93687,3,JB,None,#N/A
624,22.62399,3,JB,None,#N/A
609,1.3684,1,JB,None,#N/A
610,29.80001,1,JB,None,1
611,60.10394,3,JB,None,#N/A
612,75.55016,3,JB,None,#N/A
613,83.45644,8,JB,None,1
614,28.22413,8,JB,None,#N/A
615,28.32944,6,JB,None,#N/A
616,1.70323,2,JB,None,#N/A
601,38.6987,8,JB,None,1
602,241.16828,5,JB,None,1
603,28.91419,5,JB,None,1
604,95.13467,5,JB,None,1
605,19.21608,2,JB,None,1
606,33.79244,2,JB,None,#N/A
607,28.37475,3,JB,None,#N/A
608,32.24593,3,JB,None,#N/A
593,18.0598,5,JB,None,#N/A
594,203.37269,5,JB,None,#N/A
595,31.10285,5,JB,None,1
596,33.69146,5,JB,None,1
597,28.92106,1,JB,None,#N/A
598,31.17629,1,JB,None,1
599,5.76696,1,JB,None,1
600,29.50738,8,JB,None,#N/A
585,28.20898,8,JB,None,#N/A
586,115.457,6,JB,None,1
587,22.58859,6,JB,None,#N/A
588,28.39261,6,JB,None,#N/A
589,28.67727,6,JB,None,#N/A
590,28.30479,6,JB,None,#N/A
591,56.87578,7,JB,None,#N/A
592,28.25898,4,JB,None,#N/A
577,257.68862,8,JB,None,1
578,27.30077,8,JB,None,#N/A
579,28.58455,8,JB,None,#N/A
580,5.96074,8,JB,None,#N/A
581,28.26602,8,JB,None,#N/A
582,28.57571,8,JB,None,#N/A
583,56.71238,8,JB,None,#N/A
584,141.7569,8,JB,None,1
569,28.46072,3,JB,None,#N/A
570,28.38421,3,JB,None,#N/A
571,85.56242,3,JB,None,#N/A
572,28.33207,3,JB,None,#N/A
573,29.49855,3,JB,None,#N/A
574,28.61068,1,JB,None,#N/A
575,28.22731,1,JB,None,#N/A
576,28.51309,1,JB,None,#N/A
561,28.46453,2,JB,None,#N/A
562,86.18684,2,JB,None,#N/A
563,28.84527,2,JB,None,#N/A
564,28.67726,2,JB,None,#N/A
565,87.76599,3,JB,None,#N/A
566,30.93733,3,JB,None,#N/A
567,85.39344,3,JB,None,#N/A
568,56.89452,3,JB,None,#N/A
553,19.17115,5,JB,None,1
554,114.12803,5,JB,None,1
555,84.98187,5,JB,None,#N/A
556,35.32917,5,JB,None,#N/A
557,1.13569,5,JB,None,#N/A
558,81.37832,5,JB,None,#N/A
559,170.13475,5,JB,None,#N/A
560,299.71023,5,JB,None,#N/A
545,9.14573,1,JB,None,#N/A
546,89.06354,8,JB,None,#N/A
547,7.49614,5,JB,None,#N/A
548,28.51486,5,JB,None,#N/A
549,29.19868,5,JB,None,#N/A
550,28.56204,5,JB,None,#N/A
551,9.56642,5,JB,None,1
552,3.30433,5,JB,None,#N/A
537,20.22577,5,JB,None,#N/A
538,384.27436,5,JB,None,1
539,58.11306,5,JB,None,#N/A
540,28.66216,5,JB,None,#N/A
541,16.64242,5,JB,None,1
542,28.76163,2,JB,None,#N/A
543,58.2703,3,JB,None,#N/A
544,28.62705,3,JB,None,#N/A
529,33.59072,8,JB,None,1
530,2.67495,8,JB,None,#N/A
531,7.90492,8,JB,None,#N/A
532,24.55497,7,JB,None,#N/A
533,2.46802,7,JB,None,#N/A
534,163.94012,5,JB,None,1
535,9.78404,5,JB,None,1
536,12.00038,8,JB,None,1
521,194.05426,5,JB,None,1
522,129.98166,5,JB,None,1
523,1.39936,5,JB,None,#N/A
524,42.85141,5,JB,None,1
525,172.98298,5,JB,None,1
526,34.02832,2,JB,None,1
527,33.93815,3,JB,None,#N/A
528,93.13057,8,JB,None,1
513,21.01105,8,JB,None,#N/A
514,18.96818,7,JB,None,#N/A
515,29.19213,5,JB,None,1
516,311.61342,5,JB,None,1
517,29.44479,1,JB,None,#N/A
518,33.90203,8,JB,None,#N/A
519,68.42518,5,JB,None,#N/A
520,30.08622,5,JB,None,#N/A
1017,29.07307,2,JB,None,#N/A
1018,45.56977,2,JB,None,#N/A
1019,79.53807,1,JB,None,#N/A
1020,0.54807,1,JB,None,#N/A
1021,237.5696,1,JB,None,#N/A
1022,14.10665,1,JB,None,#N/A
1023,28.86922,8,JB,None,#N/A
1024,57.22047,8,JB,None,#N/A
1009,33.78055,1,JB,None,#N/A
1010,59.63909,1,JB,None,#N/A
1011,86.43578,1,JB,None,#N/A
1012,76.35901,1,JB,None,#N/A
1013,40.07551,1,JB,None,#N/A
1014,57.30946,8,JB,None,#N/A
1015,1.51667,7,JB,None,#N/A
1016,11.69223,7,JB,None,#N/A
1001,30.76238,5,JB,None,#N/A
1002,105.86465,5,JB,None,#N/A
1003,64.87091,5,JB,None,#N/A
1004,26.07495,5,JB,None,#N/A
1005,0.76141,5,JB,None,#N/A
1006,107.96262,1,JB,None,#N/A
1007,142.98654,1,JB,None,#N/A
1008,85.40493,1,JB,None,#N/A
993,4.21726,1,JB,None,#N/A
994,24.46596,1,JB,None,#N/A
995,12.75416,7,JB,None,#N/A
996,19.01193,7,JB,None,#N/A
997,51.47679,7,JB,None,#N/A
998,21.68916,7,JB,None,#N/A
999,16.24128,7,JB,None,#N/A
1000,51.21183,7,JB,None,#N/A
985,67.04352,7,JB,None,#N/A
986,2.50141,7,JB,None,#N/A
987,42.31958,5,JB,None,#N/A
988,24.67793,5,JB,None,#N/A
989,7.55964,5,JB,None,#N/A
990,10.2388,5,JB,None,#N/A
991,41.28366,1,JB,None,#N/A
992,25.67254,1,JB,None,#N/A
977,8.7501,1,JB,None,#N/A
978,11.25016,1,JB,None,#N/A
979,11.86317,8,JB,None,#N/A
980,6.76827,8,JB,None,#N/A
981,24.7963,7,JB,None,#N/A
982,4.50486,7,JB,None,#N/A
983,2.44938,7,JB,None,#N/A
984,37.59852,7,JB,None,#N/A
969,76.70738,1,JB,None,#N/A
970,47.99733,1,JB,None,#N/A
971,33.74855,1,JB,None,#N/A
972,36.05994,1,JB,None,#N/A
973,38.24076,1,JB,None,#N/A
974,9.14885,1,JB,None,#N/A
975,95.25038,1,JB,None,#N/A
976,134.19824,1,JB,None,#N/A
961,10.69372,7,JB,None,#N/A
962,23.78226,4,JB,None,#N/A
963,12.31506,5,JB,None,#N/A
964,18.19691,5,JB,None,#N/A
965,40.0181,5,JB,None,#N/A
966,40.54889,5,JB,None,#N/A
967,52.84295,5,JB,None,#N/A
968,1.41818,5,JB,None,#N/A
953,41.26109,3,JB,None,#N/A
954,17.82615,8,JB,None,1
955,54.27276,8,JB,None,#N/A
956,31.05054,6,JB,None,#N/A
957,13.26313,6,JB,None,#N/A
958,41.91385,6,JB,None,#N/A
959,22.46161,6,JB,None,1
960,34.20067,6,JB,None,#N/A
945,0.86639,2,JB,None,#N/A
946,16.19245,2,JB,None,#N/A
947,38.73536,2,JB,None,#N/A
948,36.16139,3,JB,None,1
949,53.94097,3,JB,None,#N/A
950,34.78173,3,JB,None,#N/A
951,84.7591,3,JB,None,#N/A
952,14.90707,3,JB,None,#N/A
937,25.09846,5,JB,None,#N/A
938,67.84758,5,JB,None,#N/A
939,34.65917,5,JB,None,#N/A
940,86.56603,5,JB,None,1
941,40.78326,5,JB,None,#N/A
942,0.56401,5,JB,None,#N/A
943,9.8695,2,JB,None,#N/A
944,35.08413,2,JB,None,#N/A
929,139.42627,8,JB,None,#N/A
930,57.61011,8,JB,None,#N/A
931,58.26999,8,JB,None,1
932,2.12014,6,JB,None,#N/A
933,2.76519,6,JB,None,#N/A
934,29.18763,4,JB,None,#N/A
935,118.26475,5,JB,None,1
936,46.37945,5,JB,None,#N/A
921,28.68474,2,JB,None,#N/A
922,35.39746,2,JB,None,1
923,12.1248,2,JB,None,1
924,19.71268,3,JB,None,1
925,5.8894,1,JB,None,#N/A
926,28.61401,1,JB,None,#N/A
927,28.98525,1,JB,None,1
928,12.42705,8,JB,None,#N/A
913,1.34039,6,JB,None,#N/A
914,27.75599,6,JB,None,1
915,5.949,6,JB,None,#N/A
916,18.78098,6,JB,None,#N/A
917,29.73689,4,JB,None,#N/A
918,30.62795,5,JB,None,#N/A
919,28.89676,5,JB,None,#N/A
920,33.45811,5,JB,None,#N/A
905,65.20603,3,JB,None,#N/A
906,31.7888,3,JB,None,1
907,0.55779,3,JB,None,#N/A
908,12.50788,3,JB,None,#N/A
909,2.28588,8,JB,None,1
910,2.83606,8,JB,None,#N/A
911,143.55686,8,JB,None,#N/A
912,63.82958,6,JB,None,1
897,22.15219,2,JB,None,#N/A
898,30.00596,2,JB,None,1
899,7.37852,2,JB,None,#N/A
900,36.24825,2,JB,None,#N/A
901,58.63109,3,JB,None,1
902,30.17266,3,JB,None,#N/A
903,9.17273,3,JB,None,#N/A
904,57.09219,3,JB,None,#N/A
889,31.43258,5,JB,None,#N/A
890,29.28423,5,JB,None,#N/A
891,147.73912,5,JB,None,1
892,28.63033,5,JB,None,#N/A
893,28.58703,5,JB,None,#N/A
894,1.90591,5,JB,None,#N/A
895,28.96214,2,JB,None,#N/A
896,20.10295,2,JB,None,#N/A
881,30.9029,2,JB,None,#N/A
882,68.05012,2,JB,None,1
883,28.80035,2,JB,None,#N/A
884,96.06134,2,JB,None,#N/A
885,31.5514,6,JB,None,#N/A
886,14.20832,6,JB,None,#N/A
887,11.88025,5,JB,None,#N/A
888,121.08767,5,JB,None,#N/A
873,28.37856,4,JB,None,#N/A
874,309.7924,5,JB,None,1
875,79.44081,5,JB,None,#N/A
876,26.67988,5,JB,None,#N/A
877,184.13565,5,JB,None,#N/A
878,51.14225,5,JB,None,1
879,185.588,5,JB,None,1
880,31.09572,2,JB,None,#N/A
865,18.43332,8,JB,None,#N/A
866,46.65272,8,JB,None,1
867,28.76028,8,JB,None,#N/A
868,85.10606,6,JB,None,#N/A
869,29.88753,6,JB,None,1
870,28.42013,6,JB,None,#N/A
871,28.76911,7,JB,None,#N/A
872,28.3858,4,JB,None,#N/A
857,86.28894,8,JB,None,#N/A
858,22.2952,8,JB,None,#N/A
859,10.95908,8,JB,None,#N/A
860,28.34771,8,JB,None,#N/A
861,0.75071,8,JB,None,#N/A
862,28.93623,8,JB,None,#N/A
863,92.72179,8,JB,None,#N/A
864,75.34552,8,JB,None,#N/A
849,35.63559,1,JB,None,#N/A
850,28.90206,1,JB,None,#N/A
851,29.03663,1,JB,None,#N/A
852,49.84667,1,JB,None,#N/A
853,39.05206,8,JB,None,#N/A
854,7.64355,8,JB,None,#N/A
855,28.32382,8,JB,None,#N/A
856,48.9496,8,JB,None,#N/A
841,44.9734,3,JB,None,#N/A
842,45.63371,3,JB,None,1
843,3.67073,3,JB,None,#N/A
844,68.69117,3,JB,None,#N/A
845,1.43348,1,JB,None,#N/A
846,5.54736,1,JB,None,#N/A
847,0.89925,1,JB,None,#N/A
848,45.78398,1,JB,None,#N/A
833,28.83542,3,JB,None,#N/A
834,28.50558,3,JB,None,#N/A
835,49.9104,3,JB,None,#N/A
836,28.65624,3,JB,None,#N/A
837,114.6939,3,JB,None,#N/A
838,2.45732,3,JB,None,#N/A
839,3.62691,3,JB,None,#N/A
840,1.04305,3,JB,None,#N/A
825,1.37677,2,JB,None,#N/A
826,43.87412,2,JB,None,1
827,28.38373,2,JB,None,#N/A
828,28.64491,2,JB,None,#N/A
829,62.49398,3,JB,None,#N/A
830,29.86979,3,JB,None,#N/A
831,19.17968,3,JB,None,#N/A
832,10.80859,3,JB,None,#N/A
817,29.50261,5,JB,None,#N/A
818,2.95778,5,JB,None,#N/A
819,2.78587,5,JB,None,#N/A
820,102.13188,5,JB,None,#N/A
821,141.46188,2,JB,None,1
822,1.08915,2,JB,None,#N/A
823,30.33509,2,JB,None,#N/A
824,74.77506,2,JB,None,1
809,29.19406,5,JB,None,#N/A
810,3.59221,2,JB,None,#N/A
811,1.02977,2,JB,None,1
812,29.62714,2,JB,None,#N/A
813,15.83666,5,JB,None,#N/A
814,29.37216,5,JB,None,#N/A
815,49.6714,5,JB,None,#N/A
816,4.03663,5,JB,None,#N/A
801,60.2121,5,JB,None,#N/A
802,56.96373,2,JB,None,#N/A
803,56.62718,2,JB,None,#N/A
804,28.2474,8,JB,None,1
805,117.57034,5,JB,None,1
806,257.13833,5,JB,None,1
807,8.94482,5,JB,None,#N/A
808,1.83733,5,JB,None,#N/A
793,167.3689,6,JB,None,#N/A
794,137.6551,6,JB,None,#N/A
795,49.20996,6,JB,None,#N/A
796,112.37818,6,JB,None,#N/A
797,2.68397,6,JB,None,#N/A
798,34.30558,5,JB,None,#N/A
799,174.62198,5,JB,None,1
800,113.30664,5,JB,None,#N/A
785,9.83663,2,JB,None,#N/A
786,2.53201,2,JB,None,#N/A
787,0.33145,3,JB,None,#N/A
788,93.4273,3,JB,None,#N/A
789,17.06332,3,JB,None,#N/A
790,8.66238,3,JB,None,#N/A
791,32.35819,8,JB,None,#N/A
792,24.75205,8,JB,None,#N/A
777,9.29411,8,JB,None,#N/A
778,33.68522,8,JB,None,#N/A
779,31.9796,8,JB,None,#N/A
780,96.94708,6,JB,None,#N/A
781,130.9457,6,JB,None,#N/A
782,209.22076,6,JB,None,#N/A
783,304.36544,6,JB,None,#N/A
784,33.8387,4,JB,None,#N/A
769,58.59921,3,JB,None,#N/A
770,34.41883,3,JB,None,#N/A
771,31.02374,3,JB,None,#N/A
772,10.90022,3,JB,None,#N/A
773,63.76777,3,JB,None,#N/A
774,35.04492,3,JB,None,#N/A
775,32.41924,8,JB,None,#N/A
776,3.21592,8,JB,None,#N/A
249,41.41336,3,PP,Short,#N/A
250,37.72935,3,PP,Short,#N/A
251,87.98518,3,PP,Short,#N/A
252,29.6083,3,PP,Short,#N/A
253,33.37272,3,PP,Short,#N/A
254,46.38439,3,PP,Short,#N/A
255,13.36695,1,PP,Short,#N/A
256,61.41874,1,PP,Short,#N/A
241,29.85133,3,PP,Short,#N/A
242,26.70264,3,PP,Short,#N/A
243,59.49372,3,PP,Short,1
244,19.14473,3,PP,Short,#N/A
245,25.52668,5,PP,Short,#N/A
246,56.15199,5,PP,Short,#N/A
247,22.2013,5,PP,Short,#N/A
248,35.06623,2,PP,Short,#N/A
233,62.08691,5,PP,Short,1
234,48.35511,5,PP,Short,1
235,41.12093,5,PP,Short,#N/A
236,29.60716,2,PP,Short,#N/A
237,26.75401,2,PP,Short,1
238,7.73366,2,PP,Short,1
239,10.06751,2,PP,Short,1
240,15.86857,3,PP,Short,#N/A
225,13.41392,3,PP,Short,#N/A
226,11.32017,1,PP,Short,#N/A
227,13.64762,8,PP,Short,#N/A
228,45.60084,4,PP,Short,#N/A
229,37.53537,4,PP,Short,1
230,30.79038,5,PP,Short,#N/A
231,96.50428,5,PP,Short,1
232,29.0199,5,PP,Short,#N/A
217,20.11016,8,JB,Short,#N/A
218,101.47564,1,PP,Short,#N/A
219,40.06904,2,PP,Short,#N/A
220,144.51334,2,PP,Short,#N/A
221,37.35145,3,PP,Short,#N/A
222,38.81946,8,PP,Short,#N/A
223,1.80722,8,PP,Short,#N/A
224,8.10221,6,PP,Short,#N/A
209,3.88238,8,JB,Short,#N/A
210,22.32537,8,JB,Short,#N/A
211,3.39824,8,JB,Short,#N/A
212,107.36465,8,JB,Short,#N/A
213,28.55702,8,JB,Short,#N/A
214,10.85838,8,JB,Short,#N/A
215,61.49854,8,JB,Short,#N/A
216,16.132,8,JB,Short,#N/A
201,23.53828,2,JB,Short,#N/A
202,34.611,2,JB,Short,#N/A
203,380.90856,2,JB,Short,1
204,17.26452,2,JB,Short,#N/A
205,133.83319,2,JB,Short,#N/A
206,131.44192,2,JB,Short,#N/A
207,7.02609,3,JB,Short,#N/A
208,27.18722,3,JB,Short,#N/A
193,14.47464,4,PP,Tall,#N/A
194,2.3536,4,PP,Tall,#N/A
195,12.65397,5,JB,Short,#N/A
196,72.29433,5,JB,Short,1
197,3.48992,5,JB,Short,#N/A
198,34.83963,2,JB,Short,1
199,41.83964,2,JB,Short,#N/A
200,5.02421,2,JB,Short,#N/A
185,8.08752,1,PP,Tall,#N/A
186,34.91512,1,PP,Tall,#N/A
187,67.59411,8,PP,Tall,#N/A
188,28.2917,6,PP,Tall,#N/A
189,63.84861,7,PP,Tall,#N/A
190,32.48933,4,PP,Tall,#N/A
191,13.68944,4,PP,Tall,#N/A
192,67.08562,4,PP,Tall,#N/A
177,80.00767,8,PP,Tall,#N/A
178,9.78203,4,PP,Tall,#N/A
179,58.25861,4,PP,Tall,#N/A
180,37.69416,8,PP,Tall,#N/A
181,20.42382,4,PP,Tall,1
182,9.77909,4,PP,Tall,#N/A
183,17.60098,3,PP,Tall,#N/A
184,34.50121,3,PP,Tall,1
169,41.29805,8,PP,Short,#N/A
170,16.46374,4,PP,Short,#N/A
171,10.31824,4,PP,Short,#N/A
172,0.40765,4,PP,Short,#N/A
173,14.53366,4,PP,Short,#N/A
174,37.29915,3,PP,Short,#N/A
175,2.73071,3,PP,Short,#N/A
176,20.43026,8,PP,Short,#N/A
161,30.15662,8,JB,Short,1
162,29.04104,4,JB,Short,#N/A
163,31.00581,4,JB,Short,#N/A
164,64.98704,4,JB,Short,1
165,27.30067,2,PP,Short,#N/A
166,21.81038,3,PP,Short,#N/A
167,25.86706,3,PP,Short,#N/A
168,69.91677,8,PP,Short,#N/A
153,93.78725,8,JB,Short,#N/A
154,28.32267,6,JB,Short,#N/A
155,10.93529,6,JB,Short,#N/A
156,28.29482,6,JB,Short,#N/A
157,28.80954,6,JB,Short,#N/A
158,56.53579,6,JB,Short,#N/A
159,0.50584,8,JB,Short,#N/A
160,28.37067,8,JB,Short,#N/A
145,58.51672,3,JB,Short,#N/A
146,84.9159,3,JB,Short,#N/A
147,56.74762,3,JB,Short,#N/A
148,33.20315,8,JB,Short,1
149,84.68513,8,JB,Short,#N/A
150,146.83726,8,JB,Short,1
151,28.20316,8,JB,Short,1
152,31.59536,8,JB,Short,1
137,56.64451,2,JB,Short,#N/A
138,57.32408,2,JB,Short,#N/A
139,28.20701,2,JB,Short,#N/A
140,26.62253,2,JB,Short,#N/A
141,46.29856,3,JB,Short,#N/A
142,28.34256,3,JB,Short,#N/A
143,56.53303,3,JB,Short,#N/A
144,28.89698,3,JB,Short,1
129,1.40003,5,JB,Short,#N/A
130,48.85883,5,JB,Short,1
131,1.10646,5,JB,Short,1
132,28.48298,5,JB,Short,#N/A
133,55.1281,5,JB,Short,#N/A
134,64.51356,5,JB,Short,1
135,8.96131,2,JB,Short,#N/A
136,28.36991,2,JB,Short,#N/A
121,27.14009,6,JB,Short,#N/A
122,28.85099,6,JB,Short,#N/A
123,12.73476,6,JB,Short,#N/A
124,29.49568,6,JB,Short,#N/A
125,29.01258,4,JB,Short,#N/A
126,63.65825,5,JB,Short,#N/A
127,28.37804,5,JB,Short,#N/A
128,36.23637,5,JB,Short,1
113,24.52321,3,JB,Short,#N/A
114,29.79325,3,JB,Short,#N/A
115,29.55197,3,JB,Short,#N/A
116,31.26383,3,JB,Short,1
117,5.08435,3,JB,Short,#N/A
118,5.70896,8,JB,Short,#N/A
119,31.24179,8,JB,Short,#N/A
120,60.08126,8,JB,Short,#N/A
105,29.7203,2,JB,Short,#N/A
106,88.42237,2,JB,Short,#N/A
107,28.62699,2,JB,Short,#N/A
108,88.30096,2,JB,Short,#N/A
109,17.09412,2,JB,Short,#N/A
110,28.61113,2,JB,Short,#N/A
111,24.01727,2,JB,Short,#N/A
112,29.03564,3,JB,Short,#N/A
97,1.30475,6,JB,Short,#N/A
98,0.49726,6,JB,Short,#N/A
99,28.65538,4,JB,Short,#N/A
100,25.94605,4,JB,Short,#N/A
101,31.17275,4,JB,Short,#N/A
102,28.45166,5,JB,Short,1
103,10.56178,5,JB,Short,#N/A
104,2.41194,2,JB,Short,#N/A
89,10.069,7,PP,Short,#N/A
90,4.46724,7,PP,Short,#N/A
91,54.95526,8,PP,Tall,#N/A
92,74.42038,5,JB,Short,#N/A
93,28.32862,2,JB,Short,#N/A
94,28.5398,3,JB,Short,#N/A
95,5.57981,1,JB,Short,#N/A
96,29.07439,8,JB,Short,#N/A
81,29.97953,7,PP,Short,#N/A
82,67.69079,7,PP,Short,#N/A
83,155.00231,7,PP,Short,#N/A
84,0.64586,7,PP,Short,#N/A
85,22.99306,7,PP,Short,#N/A
86,11.44995,7,PP,Short,#N/A
87,92.10836,7,PP,Short,#N/A
88,35.29647,1,PP,Short,#N/A
73,47.1325,1,PP,Short,#N/A
74,34.3301,1,PP,Short,#N/A
75,33.36007,1,PP,Short,#N/A
76,39.29204,1,PP,Short,#N/A
77,25.67114,1,PP,Short,#N/A
78,117.96553,8,PP,Short,#N/A
79,28.95196,8,PP,Short,#N/A
80,16.46038,7,PP,Short,#N/A
65,153.43877,8,PP,Short,1
66,11.42008,1,PP,Short,#N/A
67,34.80893,7,PP,Short,#N/A
68,31.95966,5,PP,Short,#N/A
69,30.8759,5,PP,Short,#N/A
70,9.2086,5,PP,Short,#N/A
71,33.34024,5,PP,Short,#N/A
72,25.31084,5,PP,Short,#N/A
57,26.4263,1,JB,Short,#N/A
58,19.02621,1,JB,Short,#N/A
59,16.91707,8,JB,Short,#N/A
60,16.96384,7,JB,Short,#N/A
61,7.02563,5,PP,Short,#N/A
62,7.4677,2,PP,Short,#N/A
63,22.55982,3,PP,Short,#N/A
64,28.75344,1,PP,Short,#N/A
49,28.44318,8,JB,Short,#N/A
50,99.59223,8,JB,Short,#N/A
51,102.92043,8,JB,Short,1
52,10.32992,5,JB,Short,#N/A
53,195.09744,1,JB,Short,#N/A
54,37.58648,1,JB,Short,#N/A
55,54.16707,1,JB,Short,#N/A
56,131.47748,8,JB,Short,1
41,35.24943,5,JB,Short,1
42,21.3566,5,JB,Short,#N/A
43,129.29698,5,JB,Short,#N/A
44,7.08303,3,JB,Short,#N/A
45,4.77786,3,JB,Short,#N/A
46,16.65251,1,JB,Short,#N/A
47,34.9032,1,JB,Short,#N/A
48,12.54726,1,JB,Short,#N/A
33,4.94707,3,JB,None,1
34,28.84322,8,JB,None,#N/A
35,57.56761,8,JB,None,#N/A
36,1.8893,6,JB,None,#N/A
37,83.43011,1,JB,Tall,#N/A
38,24.2658,1,JB,Tall,#N/A
39,31.06397,7,JB,Tall,#N/A
40,178.09191,1,JB,Tall,#N/A
25,60.6953,6,JB,None,#N/A
26,3.56493,6,JB,None,#N/A
27,28.65619,4,JB,None,#N/A
28,22.22217,5,JB,None,#N/A
29,142.00946,5,JB,None,1
30,6.80574,2,JB,None,#N/A
31,56.7144,3,JB,None,#N/A
32,174.46431,3,JB,None,#N/A
17,28.64677,2,JB,None,#N/A
18,29.24625,2,JB,None,#N/A
19,85.2924,2,JB,None,#N/A
20,29.07413,3,JB,None,#N/A
21,39.31218,3,JB,None,#N/A
22,63.42133,8,JB,None,#N/A
23,29.61294,8,JB,None,#N/A
24,60.12176,6,JB,None,#N/A
9,30.1642,3,JB,None,#N/A
10,30.08132,1,JB,None,#N/A
11,32.07065,1,JB,None,#N/A
12,106.3252,8,JB,None,#N/A
13,24.70016,8,JB,None,#N/A
14,61.37591,8,JB,None,1
15,3.62452,8,JB,None,#N/A
16,44.86071,8,JB,None,#N/A
1,191.25688,5,JB,None,1
2,183.37201,5,JB,None,1
3,28.04883,5,JB,None,1
4,202.37705,5,JB,None,#N/A
5,19.51016,5,JB,None,#N/A
6,30.76057,3,JB,None,#N/A
7,47.05544,3,JB,None,#N/A
8,6.10762,3,JB,None,#N/A
505,26.2917,2,JB,None,1
506,3.7155,3,JB,None,#N/A
507,57.25547,3,JB,None,#N/A
508,25.14647,1,JB,None,1
509,40.25982,5,JB,None,#N/A
510,28.68967,3,JB,None,#N/A
511,31.02875,8,JB,None,#N/A
512,29.81174,8,JB,None,#N/A
497,56.76089,5,JB,None,1
498,14.62216,5,JB,None,1
499,571.748,5,JB,None,1
500,63.18658,5,JB,None,1
501,28.35875,2,JB,None,#N/A
502,14.207,2,JB,None,#N/A
503,29.07753,2,JB,None,#N/A
504,58.47293,2,JB,None,#N/A
489,35.68114,5,JB,None,#N/A
490,86.74618,2,JB,None,#N/A
491,69.62312,2,JB,None,#N/A
492,29.98116,3,JB,None,#N/A
493,32.78415,3,JB,None,#N/A
494,45.78785,8,JB,None,#N/A
495,14.86248,6,JB,None,#N/A
496,70.89344,5,JB,None,1
481,58.43706,2,JB,None,#N/A
482,57.19533,2,JB,None,#N/A
483,88.47575,2,JB,None,1
484,86.25017,3,JB,None,#N/A
485,42.44914,6,JB,None,#N/A
486,28.75767,6,JB,None,#N/A
487,28.60153,6,JB,None,#N/A
488,30.17551,6,JB,None,1
473,201.61159,2,JB,None,1
474,6.07645,2,JB,None,#N/A
475,84.25964,2,JB,None,#N/A
476,114.89383,2,JB,None,1
477,0.38366,2,JB,None,#N/A
478,0.05352,2,JB,None,#N/A
479,2.58377,2,JB,None,#N/A
480,32.02122,2,JB,None,1
465,40.67114,3,JB,None,#N/A
466,130.98839,8,JB,None,1
467,32.23681,8,JB,None,#N/A
468,11.53801,6,JB,None,#N/A
469,31.66534,6,JB,None,#N/A
470,53.18885,6,JB,None,#N/A
471,14.5287,6,JB,None,#N/A
472,57.87458,5,JB,None,1
457,23.59875,2,JB,None,#N/A
458,51.09341,2,JB,None,#N/A
459,3.66308,2,JB,None,1
460,50.36917,2,JB,None,#N/A
461,39.30893,2,JB,None,#N/A
462,17.37553,2,JB,None,#N/A
463,34.84749,3,JB,None,#N/A
464,34.23963,3,JB,None,#N/A
449,14.31156,6,JB,None,#N/A
450,0.14553,6,JB,None,#N/A
451,28.63832,6,JB,None,#N/A
452,40.73081,6,JB,None,#N/A
453,2.99919,6,JB,None,#N/A
454,161.37621,6,JB,None,#N/A
455,19.4763,4,JB,None,#N/A
456,29.02218,4,JB,None,#N/A
441,1.29019,8,JB,None,#N/A
442,106.71596,8,JB,None,#N/A
443,34.38249,8,JB,None,#N/A
444,38.59134,8,JB,None,1
445,2.36177,8,JB,None,#N/A
446,40.91576,8,JB,None,#N/A
447,35.66412,8,JB,None,#N/A
448,21.0949,6,JB,None,#N/A
433,128.49876,8,JB,None,#N/A
434,63.21267,8,JB,None,#N/A
435,20.99345,8,JB,None,1
436,1.9809,8,JB,None,#N/A
437,12.95946,8,JB,None,1
438,0.85431,8,JB,None,#N/A
439,2.05745,8,JB,None,#N/A
440,0.11228,8,JB,None,#N/A
425,46.90238,3,JB,None,#N/A
426,34.42708,3,JB,None,#N/A
427,28.43972,3,JB,None,#N/A
428,0.77563,1,JB,None,#N/A
429,60.06464,1,JB,None,#N/A
430,22.12716,1,JB,None,#N/A
431,28.78817,1,JB,None,#N/A
432,10.87431,8,JB,None,#N/A
417,3.28949,3,JB,None,#N/A
418,35.93266,3,JB,None,#N/A
419,15.61118,3,JB,None,#N/A
420,32.53502,3,JB,None,#N/A
421,10.41264,3,JB,None,#N/A
422,2.22828,3,JB,None,#N/A
